# x, y
-1.000000000000000000e+00 6.249944493174552917e-02
-9.797979593276977539e-01 -5.168889164924621582e-01
-9.595959782600402832e-01 -8.388900160789489746e-01
-9.393939375877380371e-01 -8.055635094642639160e-01
-9.191918969154357910e-01 -4.572851359844207764e-01
-8.989899158477783203e-01 5.173726379871368408e-02
-8.787878751754760742e-01 5.181294679641723633e-01
-8.585858345031738281e-01 7.678756713867187500e-01
-8.383838534355163574e-01 7.190703749656677246e-01
-8.181818127632141113e-01 4.067191481590270996e-01
-7.979797720909118652e-01 -3.728963807225227356e-02
-7.777777910232543945e-01 -4.390526413917541504e-01
-7.575757503509521484e-01 -6.500837206840515137e-01
-7.373737096786499023e-01 -6.015470027923583984e-01
-7.171717286109924316e-01 -3.258667886257171631e-01
-6.969696879386901855e-01 6.069128960371017456e-02
-6.767676472663879395e-01 4.059472084045410156e-01
-6.565656661987304688e-01 5.808491706848144531e-01
-6.363636255264282227e-01 5.269747376441955566e-01
-6.161616444587707520e-01 2.752306461334228516e-01
-5.959596037864685059e-01 -6.993055343627929688e-02
-5.757575631141662598e-01 -3.732886016368865967e-01
-5.555555820465087891e-01 -5.213592648506164551e-01
-5.353535413742065430e-01 -4.644138514995574951e-01
-5.151515007019042969e-01 -2.326378822326660156e-01
-4.949494898319244385e-01 7.860400527715682983e-02
-4.747474789619445801e-01 3.475704193115234375e-01
-4.545454680919647217e-01 4.733971655368804932e-01
-4.343434274196624756e-01 4.135913848876953125e-01
-4.141414165496826172e-01 1.979599446058273315e-01
-3.939394056797027588e-01 -8.542549610137939453e-02
-3.737373650074005127e-01 -3.258651793003082275e-01
-3.535353541374206543e-01 -4.329759776592254639e-01
-3.333333432674407959e-01 -3.703821003437042236e-01
-3.131313025951385498e-01 -1.676830500364303589e-01
-2.929292917251586914e-01 9.309682250022888184e-02
-2.727272808551788330e-01 3.105660378932952881e-01
-2.525252401828765869e-01 4.032998979091644287e-01
-2.323232293128967285e-01 3.402844369411468506e-01
-2.121212184429168701e-01 1.511605829000473022e-01
-1.919191926717758179e-01 -8.699000626802444458e-02
-1.717171669006347656e-01 -2.805473804473876953e-01
-1.515151560306549072e-01 -3.556184470653533936e-01
-1.313131302595138550e-01 -2.856721878051757812e-01
-1.111111119389533997e-01 -1.002553626894950867e-01
-9.090909361839294434e-02 1.279774606227874756e-01
-7.070706784725189209e-02 3.123397529125213623e-01
-5.050504952669143677e-02 3.857267796993255615e-01
-3.030303120613098145e-02 3.257948756217956543e-01
-1.010101009160280228e-02 1.623167991638183594e-01
1.010101009160280228e-02 -3.560979664325714111e-02
3.030303120613098145e-02 -1.870631873607635498e-01
5.050504952669143677e-02 -2.305921763181686401e-01
7.070706784725189209e-02 -1.472285091876983643e-01
9.090909361839294434e-02 3.337766975164413452e-02
1.111111119389533997e-01 2.456141412258148193e-01
1.313131302595138550e-01 4.140310883522033691e-01
1.515151560306549072e-01 4.825858473777770996e-01
1.717171669006347656e-01 4.357255697250366211e-01
1.919191926717758179e-01 3.034234941005706787e-01
2.121212184429168701e-01 1.486287415027618408e-01
2.323232293128967285e-01 4.235878586769104004e-02
2.525252401828765869e-01 3.628382086753845215e-02
2.727272808551788330e-01 1.433770805597305298e-01
2.929292917251586914e-01 3.338713645935058594e-01
3.131313025951385498e-01 5.477252602577209473e-01
3.333333432674407959e-01 7.184419035911560059e-01
3.535353541374206543e-01 7.988378405570983887e-01
3.737373650074005127e-01 7.788286209106445312e-01
3.939394056797027588e-01 6.885673403739929199e-01
4.141414165496826172e-01 5.860501527786254883e-01
4.343434274196624756e-01 5.342819690704345703e-01
4.545454680919647217e-01 5.769971609115600586e-01
4.747474789619445801e-01 7.223000526428222656e-01
4.949494898319244385e-01 9.403498768806457520e-01
5.151515007019042969e-01 1.175692677497863770e+00
5.353535413742065430e-01 1.369199275970458984e+00
5.555555820465087891e-01 1.480984091758728027e+00
5.757575631141662598e-01 1.505460739135742188e+00
5.959596037864685059e-01 1.472906827926635742e+00
6.161616444587707520e-01 1.437182068824768066e+00
6.363636255264282227e-01 1.454620718955993652e+00
6.565656661987304688e-01 1.562356352806091309e+00
6.767676472663879395e-01 1.764464974403381348e+00
6.969696879386901855e-01 2.031100511550903320e+00
7.171717286109924316e-01 2.310703516006469727e+00
7.373737096786499023e-01 2.550371885299682617e+00
7.575757503509521484e-01 2.716365575790405273e+00
7.777777910232543945e-01 2.806861400604248047e+00
7.979797720909118652e-01 2.852188587188720703e+00
8.181818127632141113e-01 2.902656078338623047e+00
8.383838534355163574e-01 3.008911371231079102e+00
8.585858345031738281e-01 3.202486753463745117e+00
8.787878751754760742e-01 3.484082221984863281e+00
8.989899158477783203e-01 3.823912858963012695e+00
9.191918969154357910e-01 4.173820972442626953e+00
9.393939375877380371e-01 4.486279487609863281e+00
9.595959782600402832e-01 4.732808113098144531e+00
9.797979593276977539e-01 4.914780616760253906e+00
1.000000000000000000e+00 5.062500000000000000e+00
